index,cleaned_text,kmeans_k2,kmeans_k3,kmeans_k4,kmeans_k5,kmeans_k6,kmeans_k7
1263,page recommendations sql schema topics: nan,0,0,2,0,2,1
1264,"print immutable linked list in reverse you are given an immutable linked list, print out all values of each node in reverse with the help of the following interface: `immutablelistnode`: an interface of immutable linked list, you are given the head of the list. you need to use the following functions to access the linked list (you can't access the `immutablelistnode` directly): `immutablelistnode.printvalue()`: print value of the current node. `immutablelistnode.getnext()`: return the next node. the input is only given to initialize the linked list internally. you must solve this problem without modifying the linked list. in other words, you must operate the linked list using only the mentioned apis. example 1: input: head = [1,2,3,4] output: [4,3,2,1] example 2: input: head = [0,-4,-1,3,-5] output: [-5,3,-1,-4,0] example 3: input: head = [-2,0,6,4,4,-6] output: [-6,4,4,6,0,-2] constraints: the length of the linked list is between `[1, 1000]`. the value of each node in the linked list is between `[-1000, 1000]`. follow up: could you solve this problem in: constant space complexity? linear time complexity and less than linear space complexity? topics: nan",1,1,1,3,1,0
1265,"minimum time visiting all points on a 2d plane, there are `n` points with integer coordinates `points[i] = [xi, yi]`. return the minimum time in seconds to visit all the points in the order given by `points`. you can move according to these rules: in `1` second, you can either: move vertically by one unit, move horizontally by one unit, or move diagonally `sqrt(2)` units (in other words, move one unit vertically then one unit horizontally in `1` second). you have to visit the points in the same order as they appear in the array. you are allowed to pass through points that appear later in the order, but these do not count as visits. example 1: input: points = [[1,1],[3,4],[-1,0]] output: 7 explanation: one optimal path is [1,1] -> [2,2] -> [3,3] -> [3,4] -> [2,3] -> [1,2] -> [0,1] -> [-1,0] time from [1,1] to [3,4] = 3 seconds time from [3,4] to [-1,0] = 4 seconds total time = 7 seconds example 2: input: points = [[3,2],[-2,2]] output: 5 constraints: `points.length == n` `1 <= n <= 100` `points[i].length == 2` `-1000 <= points[i][0], points[i][1] <= 1000` topics: array,geometry",1,1,3,1,4,6
1266,"count servers that communicate you are given a map of a server center, represented as a `m * n` integer matrix `grid`, where 1 means that on that cell there is a server and 0 means that it is no server. two servers are said to communicate if they are on the same row or on the same column. return the number of servers that communicate with any other server. example 1: input: grid = [[1,0],[0,1]] output: 0 explanation: no servers can communicate with others. example 2: input: grid = [[1,0],[1,1]] output: 3 explanation: all three servers can communicate with at least one other server. example 3: input: grid = [[1,1,0,0],[0,0,1,0],[0,0,1,0],[0,0,0,1]] output: 4 explanation: the two servers in the first row can communicate with each other. the two servers in the third column can communicate with each other. the server at right bottom corner can't communicate with any other server. constraints: `m == grid.length` `n == grid[i].length` `1 <= m <= 250` `1 <= n <= 250` `grid[i][j] == 0 or 1` topics: array,graph",1,1,3,1,4,6
1267,"search suggestions system given an array of strings `products` and a string `searchword`. we want to design a system that suggests at most three product names from `products` after each character of `searchword` is typed. suggested products should have common prefix with the searchword. if there are more than three products with a common prefix return the three lexicographically minimums products. return list of lists of the suggested `products` after each character of `searchword` is typed. example 1: input: products = [""mobile"",""mouse"",""moneypot"",""monitor"",""mousepad""], searchword = ""mouse"" output: [ [""mobile"",""moneypot"",""monitor""], [""mobile"",""moneypot"",""monitor""], [""mouse"",""mousepad""], [""mouse"",""mousepad""], [""mouse"",""mousepad""] ] explanation: products sorted lexicographically = [""mobile"",""moneypot"",""monitor"",""mouse"",""mousepad""] after typing m and mo all products match and we show user [""mobile"",""moneypot"",""monitor""] after typing mou, mous and mouse the system suggests [""mouse"",""mousepad""] example 2: input: products = [""havana""], searchword = ""havana"" output: [[""havana""],[""havana""],[""havana""],[""havana""],[""havana""],[""havana""]] example 3: input: products = [""bags"",""baggage"",""banner"",""box"",""cloths""], searchword = ""bags"" output: [[""baggage"",""bags"",""banner""],[""baggage"",""bags"",""banner""],[""baggage"",""bags""],[""bags""]] example 4: input: products = [""havana""], searchword = ""tatiana"" output: [[],[],[],[],[],[],[]] constraints: `1 <= products.length <= 1000` there are no repeated elements in `products`. `1 <= σ products[i].length <= 2 * 10^4` all characters of `products[i]` are lower-case english letters. `1 <= searchword.length <= 1000` all characters of `searchword` are lower-case english letters. topics: string",1,2,0,2,0,4
1268,"number of ways to stay in the same place after some steps you have a pointer at index `0` in an array of size `arrlen`. at each step, you can move 1 position to the left, 1 position to the right in the array or stay in the same place (the pointer should not be placed outside the array at any time). given two integers `steps` and `arrlen`, return the number of ways such that your pointer still at index `0` after exactly `steps` steps. since the answer may be too large, return it modulo `10^9 + 7`. example 1: input: steps = 3, arrlen = 2 output: 4 explanation: there are 4 differents ways to stay at index 0 after 3 steps. right, left, stay stay, right, left right, stay, left stay, stay, stay example 2: input: steps = 2, arrlen = 4 output: 2 explanation: there are 2 differents ways to stay at index 0 after 2 steps right, left stay, stay example 3: input: steps = 4, arrlen = 2 output: 8 constraints: `1 <= steps <= 500` `1 <= arrlen <= 10^6` topics: dynamic programming",1,1,3,4,3,3
1269,all people report to the given manager sql schema topics: nan,0,0,2,0,2,1
1270,"hexspeak a decimal number can be converted to its hexspeak representation by first converting it to an uppercase hexadecimal string, then replacing all occurrences of the digit `0` with the letter `o`, and the digit `1` with the letter `i`. such a representation is valid if and only if it consists only of the letters in the set `{""a"", ""b"", ""c"", ""d"", ""e"", ""f"", ""i"", ""o""}`. given a string `num` representing a decimal integer `n`, return the hexspeak representation of `n` if it is valid, otherwise return `""error""`. example 1: input: num = ""257"" output: ""ioi"" explanation: 257 is 101 in hexadecimal. example 2: input: num = ""3"" output: ""error"" constraints: `1 <= n <= 10^12` there are no leading zeros in the given string. all answers must be in uppercase letters. topics: math,string",1,2,0,2,5,2
1271,"remove interval a set of real numbers can be represented as the union of several disjoint intervals, where each interval is in the form `[a, b)`. a real number `x` is in the set if one of its intervals `[a, b)` contains `x` (i.e. `a <= x < b`). you are given a sorted list of disjoint intervals `intervals` representing a set of real numbers as described above, where `intervals[i] = [ai, bi]` represents the interval `[ai, bi)`. you are also given another interval `toberemoved`. return the set of real numbers with the interval `toberemoved` removed from `intervals`. in other words, return the set of real numbers such that every `x` in the set is in `intervals` but not in `toberemoved`. your answer should be a sorted list of disjoint intervals as described above. example 1: input: intervals = [[0,2],[3,4],[5,7]], toberemoved = [1,6] output: [[0,1],[6,7]] example 2: input: intervals = [[0,5]], toberemoved = [2,3] output: [[0,2],[3,5]] example 3: input: intervals = [[-5,-4],[-3,-2],[1,2],[3,5],[8,9]], toberemoved = [-1,4] output: [[-5,-4],[-3,-2],[4,5],[8,9]] constraints: `1 <= intervals.length <= 104` `-109 <= ai < bi <= 109` topics: math,line sweep",1,1,3,4,3,5
1272,"delete tree nodes a tree rooted at node 0 is given as follows: the number of nodes is `nodes`; the value of the `i`-th node is `value[i]`; the parent of the `i`-th node is `parent[i]`. remove every subtree whose sum of values of nodes is zero. after doing so, return the number of nodes remaining in the tree. example 1: input: nodes = 7, parent = [-1,0,0,1,2,2,2], value = [1,-2,4,0,-2,-1,-1] output: 2 example 2: input: nodes = 7, parent = [-1,0,0,1,2,2,2], value = [1,-2,4,0,-2,-1,-2] output: 6 example 3: input: nodes = 5, parent = [-1,0,1,0,0], value = [-672,441,18,728,378] output: 5 example 4: input: nodes = 5, parent = [-1,0,0,1,1], value = [-686,-842,616,-739,-746] output: 5 constraints: `1 <= nodes <= 10^4` `parent.length == nodes` `0 <= parent[i] <= nodes - 1` `parent[0] == -1` which indicates that `0` is the root. `value.length == nodes` `-10^5 <= value[i] <= 10^5` the given input is guaranteed to represent a valid tree. topics: dynamic programming,depth-first search",1,1,1,3,1,0
1273,"number of ships in a rectangle (this problem is an interactive problem.) each ship is located at an integer point on the sea represented by a cartesian plane, and each integer point may contain at most 1 ship. you have a function `sea.hasships(topright, bottomleft)` which takes two points as arguments and returns `true` if there is at least one ship in the rectangle represented by the two points, including on the boundary. given two points: the top right and bottom left corners of a rectangle, return the number of ships present in that rectangle. it is guaranteed that there are at most 10 ships in that rectangle. submissions making more than 400 calls to `hasships` will be judged wrong answer. also, any solutions that attempt to circumvent the judge will result in disqualification. example : input: ships = [[1,1],[2,2],[3,3],[5,5]], topright = [4,4], bottomleft = [0,0] output: 3 explanation: from [0,0] to [4,4] we can count 3 ships within the range. constraints: on the input `ships` is only given to initialize the map internally. you must solve this problem ""blindfolded"". in other words, you must find the answer using the given `hasships` api, without knowing the `ships` position. `0 <= bottomleft[0] <= topright[0] <= 1000` `0 <= bottomleft[1] <= topright[1] <= 1000` `topright != bottomleft` topics: divide and conquer",1,1,3,1,4,6
1274,"find winner on a tic tac toe game tic-tac-toe is played by two players a and b on a 3 x 3 grid. here are the rules of tic-tac-toe: players take turns placing characters into empty squares ("" ""). the first player a always places ""x"" characters, while the second player b always places ""o"" characters. ""x"" and ""o"" characters are always placed into empty squares, never on filled ones. the game ends when there are 3 of the same (non-empty) character filling any row, column, or diagonal. the game also ends if all squares are non-empty. no more moves can be played if the game is over. given an array `moves` where each element is another array of size 2 corresponding to the row and column of the grid where they mark their respective character in the order in which a and b play. return the winner of the game if it exists (a or b), in case the game ends in a draw return ""draw"", if there are still movements to play return ""pending"". you can assume that `moves` is valid (it follows the rules of tic-tac-toe), the grid is initially empty and a will play first. example 1: input: moves = [[0,0],[2,0],[1,1],[2,1],[2,2]] output: ""a"" explanation: ""a"" wins, he always plays first. ""x "" ""x "" ""x "" ""x "" ""x "" "" "" -> "" "" -> "" x "" -> "" x "" -> "" x "" "" "" ""o "" ""o "" ""oo "" ""oox"" example 2: input: moves = [[0,0],[1,1],[0,1],[0,2],[1,0],[2,0]] output: ""b"" explanation: ""b"" wins. ""x "" ""x "" ""xx "" ""xxo"" ""xxo"" ""xxo"" "" "" -> "" o "" -> "" o "" -> "" o "" -> ""xo "" -> ""xo "" "" "" "" "" "" "" "" "" "" "" ""o "" example 3: input: moves = [[0,0],[1,1],[2,0],[1,0],[1,2],[2,1],[0,1],[0,2],[2,2]] output: ""draw"" explanation: the game ends in a draw since there are no moves to make. ""xxo"" ""oox"" ""xox"" example 4: input: moves = [[0,0],[1,1]] output: ""pending"" explanation: the game has not finished yet. ""x "" "" o "" "" "" constraints: `1 <= moves.length <= 9` `moves[i].length == 2` `0 <= moves[i][j] <= 2` there are no repeated elements on `moves`. `moves` follow the rules of tic tac toe. topics: array",1,1,3,1,4,6
1275,"number of burgers with no waste of ingredients given two integers `tomatoslices` and `cheeseslices`. the ingredients of different burgers are as follows: jumbo burger: 4 tomato slices and 1 cheese slice. small burger: 2 tomato slices and 1 cheese slice. return `[total_jumbo, total_small]` so that the number of remaining `tomatoslices` equal to 0 and the number of remaining `cheeseslices` equal to 0. if it is not possible to make the remaining `tomatoslices` and `cheeseslices` equal to 0 return `[]`. example 1: input: tomatoslices = 16, cheeseslices = 7 output: [1,6] explantion: to make one jumbo burger and 6 small burgers we need 4*1 + 2*6 = 16 tomato and 1 + 6 = 7 cheese. there will be no remaining ingredients. example 2: input: tomatoslices = 17, cheeseslices = 4 output: [] explantion: there will be no way to use all ingredients to make small and jumbo burgers. example 3: input: tomatoslices = 4, cheeseslices = 17 output: [] explantion: making 1 jumbo burger there will be 16 cheese remaining and making 2 small burgers there will be 15 cheese remaining. example 4: input: tomatoslices = 0, cheeseslices = 0 output: [0,0] example 5: input: tomatoslices = 2, cheeseslices = 1 output: [0,1] constraints: `0 <= tomatoslices <= 10^7` `0 <= cheeseslices <= 10^7` topics: math,greedy",1,1,3,1,4,5
1276,"count square submatrices with all ones given a `m * n` matrix of ones and zeros, return how many square submatrices have all ones. example 1: input: matrix = [ [0,1,1,1], [1,1,1,1], [0,1,1,1] ] output: 15 explanation: there are 10 squares of side 1. there are 4 squares of side 2. there is 1 square of side 3. total number of squares = 10 + 4 + 1 = 15. example 2: input: matrix = [ [1,0,1], [1,1,0], [1,1,0] ] output: 7 explanation: there are 6 squares of side 1. there is 1 square of side 2. total number of squares = 6 + 1 = 7. constraints: `1 <= arr.length <= 300` `1 <= arr[0].length <= 300` `0 <= arr[i][j] <= 1` topics: array,dynamic programming",1,1,3,1,4,6
1277,"palindrome partitioning iii you are given a string `s` containing lowercase letters and an integer `k`. you need to : first, change some characters of `s` to other lowercase english letters. then divide `s` into `k` non-empty disjoint substrings such that each substring is palindrome. return the minimal number of characters that you need to change to divide the string. example 1: input: s = ""abc"", k = 2 output: 1 explanation: you can split the string into ""ab"" and ""c"", and change 1 character in ""ab"" to make it palindrome. example 2: input: s = ""aabbc"", k = 3 output: 0 explanation: you can split the string into ""aa"", ""bb"" and ""c"", all of them are palindrome. example 3: input: s = ""leetcode"", k = 8 output: 0 constraints: `1 <= k <= s.length <= 100`. `s` only contains lowercase english letters. topics: dynamic programming",1,2,0,2,0,4
1278,"traffic light controlled intersection there is an intersection of two roads. first road is road a where cars travel from north to south in direction 1 and from south to north in direction 2. second road is road b where cars travel from west to east in direction 3 and from east to west in direction 4. there is a traffic light located on each road before the intersection. a traffic light can either be green or red. green means cars can cross the intersection in both directions of the road. red means cars in both directions cannot cross the intersection and must wait until the light turns green. the traffic lights cannot be green on both roads at the same time. that means when the light is green on road a, it is red on road b and when the light is green on road b, it is red on road a. initially, the traffic light is green on road a and red on road b. when the light is green on one road, all cars can cross the intersection in both directions until the light becomes green on the other road. no two cars traveling on different roads should cross at the same time. design a deadlock-free traffic light controlled system at this intersection. implement the function `void cararrived(carid, roadid, direction, turngreen, crosscar)` where: `carid` is the id of the car that arrived. `roadid` is the id of the road that the car travels on. `direction` is the direction of the car. `turngreen` is a function you can call to turn the traffic light to green on the current road. `crosscar` is a function you can call to let the current car cross the intersection. your answer is considered correct if it avoids cars deadlock in the intersection. turning the light green on a road when it was already green is considered a wrong answer. example 1: input: cars = [1,3,5,2,4], directions = [2,1,2,4,3], arrivaltimes = [10,20,30,40,50] output: [ ""car 1 has passed road a in direction 2"", // traffic light on road a is green, car 1 can cross the intersection. ""car 3 has passed road a in direction 1"", // car 3 crosses the intersection as the light is still green. ""car 5 has passed road a in direction 2"", // car 5 crosses the intersection as the light is still green. ""traffic light on road b is green"", // car 2 requests green light for road b. ""car 2 has passed road b in direction 4"", // car 2 crosses as the light is green on road b now. ""car 4 has passed road b in direction 3"" // car 4 crosses the intersection as the light is still green. ] example 2: input: cars = [1,2,3,4,5], directions = [2,4,3,3,1], arrivaltimes = [10,20,30,40,40] output: [ ""car 1 has passed road a in direction 2"", // traffic light on road a is green, car 1 can cross the intersection. ""traffic light on road b is green"", // car 2 requests green light for road b. ""car 2 has passed road b in direction 4"", // car 2 crosses as the light is green on road b now. ""car 3 has passed road b in direction 3"", // car 3 crosses as the light is green on road b now. ""traffic light on road a is green"", // car 5 requests green light for road a. ""car 5 has passed road a in direction 1"", // car 5 crosses as the light is green on road a now. ""traffic light on road b is green"", // car 4 requests green light for road b. car 4 blocked until car 5 crosses and then traffic light is green on road b. ""car 4 has passed road b in direction 3"" // car 4 crosses as the light is green on road b now. ] explanation: this is a dead-lock free scenario. note that the scenario when car 4 crosses before turning light into green on road a and allowing car 5 to pass is also correct and accepted scenario. constraints: `1 <= cars.length <= 20` `cars.length = directions.length` `cars.length = arrivaltimes.length` all values of `cars` are unique `1 <= directions[i] <= 4` `arrivaltimes` is non-decreasing topics: nan",1,1,3,1,4,5
1279,students and examinations sql schema topics: nan,0,0,2,0,2,1
1280,"subtract the product and sum of digits of an integer given an integer number `n`, return the difference between the product of its digits and the sum of its digits. example 1: input: n = 234 output: 15 explanation: product of digits = 2 * 3 * 4 = 24 sum of digits = 2 + 3 + 4 = 9 result = 24 - 9 = 15 example 2: input: n = 4421 output: 21 explanation: product of digits = 4 * 4 * 2 * 1 = 32 sum of digits = 4 + 4 + 2 + 1 = 11 result = 32 - 11 = 21 constraints: `1 <= n <= 10^5` topics: math",1,1,3,4,5,2
1281,"group the people given the group size they belong to there are `n` people that are split into some unknown number of groups. each person is labeled with a unique id from `0` to `n - 1`. you are given an integer array `groupsizes`, where `groupsizes[i]` is the size of the group that person `i` is in. for example, if `groupsizes[1] = 3`, then person `1` must be in a group of size `3`. return a list of groups such that each person `i` is in a group of size `groupsizes[i]`. each person should appear in exactly one group, and every person must be in a group. if there are multiple answers, return any of them. it is guaranteed that there will be at least one valid solution for the given input. example 1: input: groupsizes = [3,3,3,3,3,1,3] output: [[5],[0,1,2],[3,4,6]] explanation: the first group is [5]. the size is 1, and groupsizes[5] = 1. the second group is [0,1,2]. the size is 3, and groupsizes[0] = groupsizes[1] = groupsizes[2] = 3. the third group is [3,4,6]. the size is 3, and groupsizes[3] = groupsizes[4] = groupsizes[6] = 3. other possible solutions are [[2,1,6],[5],[0,4,3]] and [[5],[0,6,2],[4,3,1]]. example 2: input: groupsizes = [2,1,3,3,3,2] output: [[1],[0,5],[2,3,4]] constraints: `groupsizes.length == n` `1 <= n <= 500` `1 <= groupsizes[i] <= n` topics: greedy",1,1,3,1,4,5
1282,"find the smallest divisor given a threshold given an array of integers `nums` and an integer `threshold`, we will choose a positive integer `divisor`, divide all the array by it, and sum the division's result. find the smallest `divisor` such that the result mentioned above is less than or equal to `threshold`. each result of the division is rounded to the nearest integer greater than or equal to that element. (for example: `7/3 = 3` and `10/2 = 5`). it is guaranteed that there will be an answer. example 1: input: nums = [1,2,5,9], threshold = 6 output: 5 explanation: we can get a sum to 17 (1+2+5+9) if the divisor is 1. if the divisor is 4 we can get a sum of 7 (1+1+2+3) and if the divisor is 5 the sum will be 5 (1+1+1+2). example 2: input: nums = [44,22,33,11,1], threshold = 5 output: 44 example 3: input: nums = [21212,10101,12121], threshold = 1000000 output: 1 example 4: input: nums = [2,3,5,7,11], threshold = 11 output: 3 constraints: `1 <= nums.length <= 5 * 104` `1 <= nums[i] <= 106` `nums.length <= threshold <= 106` topics: binary search",1,1,3,4,3,3
1283,"minimum number of flips to convert binary matrix to zero matrix given a `m x n` binary matrix `mat`. in one step, you can choose one cell and flip it and all the four neighbours of it if they exist (flip is changing 1 to 0 and 0 to 1). a pair of cells are called neighboors if they share one edge. return the minimum number of steps required to convert `mat` to a zero matrix or -1 if you cannot. binary matrix is a matrix with all cells equal to 0 or 1 only. zero matrix is a matrix with all cells equal to 0. example 1: input: mat = [[0,0],[0,1]] output: 3 explanation: one possible solution is to flip (1, 0) then (0, 1) and finally (1, 1) as shown. example 2: input: mat = [[0]] output: 0 explanation: given matrix is a zero matrix. we don't need to change it. example 3: input: mat = [[1,1,1],[1,0,1],[0,0,0]] output: 6 example 4: input: mat = [[1,0,0],[1,0,0]] output: -1 explanation: given matrix can't be a zero matrix constraints: `m == mat.length` `n == mat[0].length` `1 <= m <= 3` `1 <= n <= 3` `mat[i][j]` is 0 or 1. topics: breadth-first search",1,1,3,1,4,6
1284,find the start and end number of continuous ranges sql schema topics: nan,0,0,2,0,2,1
1285,"iterator for combination design the `combinationiterator` class: `combinationiterator(string characters, int combinationlength)` initializes the object with a string `characters` of sorted distinct lowercase english letters and a number `combinationlength` as arguments. `next()` returns the next combination of length `combinationlength` in lexicographical order. `hasnext()` returns `true` if and only if there exists a next combination. example 1: input [""combinationiterator"", ""next"", ""hasnext"", ""next"", ""hasnext"", ""next"", ""hasnext""] [[""abc"", 2], [], [], [], [], [], []] output [null, ""ab"", true, ""ac"", true, ""bc"", false] explanation combinationiterator itr = new combinationiterator(""abc"", 2); itr.next(); // return ""ab"" itr.hasnext(); // return true itr.next(); // return ""ac"" itr.hasnext(); // return true itr.next(); // return ""bc"" itr.hasnext(); // return false constraints: `1 <= combinationlength <= characters.length <= 15` all the characters of `characters` are unique. at most `104` calls will be made to `next` and `hasnext`. it's guaranteed that all calls of the function `next` are valid. topics: backtracking,design",1,2,0,2,0,4
1286,"element appearing more than 25% in sorted array given an integer array sorted in non-decreasing order, there is exactly one integer in the array that occurs more than 25% of the time. return that integer. example 1: input: arr = [1,2,2,6,6,6,6,7,10] output: 6 constraints: `1 <= arr.length <= 10^4` `0 <= arr[i] <= 10^5` topics: array",1,1,3,4,3,3
1287,"remove covered intervals given a list of `intervals`, remove all intervals that are covered by another interval in the list. interval `[a,b)` is covered by interval `[c,d)` if and only if `c <= a` and `b <= d`. after doing so, return the number of remaining intervals. example 1: input: intervals = [[1,4],[3,6],[2,8]] output: 2 explanation: interval [3,6] is covered by [2,8], therefore it is removed. example 2: input: intervals = [[1,4],[2,3]] output: 1 example 3: input: intervals = [[0,10],[5,12]] output: 2 example 4: input: intervals = [[3,10],[4,10],[5,11]] output: 2 example 5: input: intervals = [[1,2],[1,4],[3,4]] output: 1 constraints: `1 <= intervals.length <= 1000` `intervals[i].length == 2` `0 <= intervals[i][0] < intervals[i][1] <= 10^5` all the intervals are unique. topics: greedy,sort,line sweep",1,1,3,1,4,5
1288,"minimum falling path sum ii given a square grid of integers `arr`, a falling path with non-zero shifts is a choice of exactly one element from each row of `arr`, such that no two elements chosen in adjacent rows are in the same column. return the minimum sum of a falling path with non-zero shifts. example 1: input: arr = [[1,2,3],[4,5,6],[7,8,9]] output: 13 explanation: the possible falling paths are: [1,5,9], [1,5,7], [1,6,7], [1,6,8], [2,4,8], [2,4,9], [2,6,7], [2,6,8], [3,4,8], [3,4,9], [3,5,7], [3,5,9] the falling path with the smallest sum is [1,5,7], so the answer is 13. constraints: `1 <= arr.length == arr[i].length <= 200` `-99 <= arr[i][j] <= 99` topics: dynamic programming",1,1,3,1,4,6
1289,"convert binary number in a linked list to integer given `head` which is a reference node to a singly-linked list. the value of each node in the linked list is either 0 or 1. the linked list holds the binary representation of a number. return the decimal value of the number in the linked list. example 1: input: head = [1,0,1] output: 5 explanation: (101) in base 2 = (5) in base 10 example 2: input: head = [0] output: 0 example 3: input: head = [1] output: 1 example 4: input: head = [1,0,0,1,0,0,1,1,1,0,0,0,0,0,0] output: 18880 example 5: input: head = [0,0] output: 0 constraints: the linked list is not empty. number of nodes will not exceed `30`. each node's value is either `0` or `1`. topics: linked list,bit manipulation",1,1,1,3,5,2
1290,"sequential digits an integer has sequential digits if and only if each digit in the number is one more than the previous digit. return a sorted list of all the integers in the range `[low, high]` inclusive that have sequential digits. example 1: input: low = 100, high = 300 output: [123,234] example 2: input: low = 1000, high = 13000 output: [1234,2345,3456,4567,5678,6789,12345] constraints: `10 <= low <= high <= 10^9` topics: backtracking",1,1,3,4,5,2
1291,"maximum side length of a square with sum less than or equal to threshold given a `m x n` matrix `mat` and an integer `threshold`. return the maximum side-length of a square with a sum less than or equal to `threshold` or return 0 if there is no such square. example 1: input: mat = [[1,1,3,2,4,3,2],[1,1,3,2,4,3,2],[1,1,3,2,4,3,2]], threshold = 4 output: 2 explanation: the maximum side length of square with sum less than 4 is 2 as shown. example 2: input: mat = [[2,2,2,2,2],[2,2,2,2,2],[2,2,2,2,2],[2,2,2,2,2],[2,2,2,2,2]], threshold = 1 output: 0 example 3: input: mat = [[1,1,1,1],[1,0,0,0],[1,0,0,0],[1,0,0,0]], threshold = 6 output: 3 example 4: input: mat = [[18,70],[61,1],[25,85],[14,40],[11,96],[97,96],[63,45]], threshold = 40184 output: 2 constraints: `1 <= m, n <= 300` `m == mat.length` `n == mat[i].length` `0 <= mat[i][j] <= 10000` `0 <= threshold <= 10^5` topics: array,binary search",1,1,3,1,4,6
1292,"shortest path in a grid with obstacles elimination given a `m * n` grid, where each cell is either `0` (empty) or `1` (obstacle). in one step, you can move up, down, left or right from and to an empty cell. return the minimum number of steps to walk from the upper left corner `(0, 0)` to the lower right corner `(m-1, n-1)` given that you can eliminate at most `k` obstacles. if it is not possible to find such walk return -1. example 1: input: grid = [[0,0,0], [1,1,0], [0,0,0], [0,1,1], [0,0,0]], k = 1 output: 6 explanation: the shortest path without eliminating any obstacle is 10. the shortest path with one obstacle elimination at position (3,2) is 6. such path is `(0,0) -> (0,1) -> (0,2) -> (1,2) -> (2,2) -> (3,2) -> (4,2)`. example 2: input: grid = [[0,1,1], [1,1,1], [1,0,0]], k = 1 output: -1 explanation: we need to eliminate at least two obstacles to find such a walk. constraints: `grid.length == m` `grid[0].length == n` `1 <= m, n <= 40` `1 <= k <= m*n` `grid[i][j] == 0 or 1` `grid[0][0] == grid[m-1][n-1] == 0` topics: breadth-first search",1,1,3,1,4,6
1293,weather type in each country sql schema topics: nan,0,0,2,0,2,1
1294,"find numbers with even number of digits given an array `nums` of integers, return how many of them contain an even number of digits. example 1: input: nums = [12,345,2,6,7896] output: 2 explanation: 12 contains 2 digits (even number of digits). 345 contains 3 digits (odd number of digits). 2 contains 1 digit (odd number of digits). 6 contains 1 digit (odd number of digits). 7896 contains 4 digits (even number of digits). therefore only 12 and 7896 contain an even number of digits. example 2: input: nums = [555,901,482,1771] output: 1 explanation: only 1771 contains an even number of digits. constraints: `1 <= nums.length <= 500` `1 <= nums[i] <= 10^5` topics: array",1,1,3,4,3,3
1295,"divide array in sets of k consecutive numbers given an array of integers `nums` and a positive integer `k`, find whether it's possible to divide this array into sets of `k` consecutive numbers return `true` if it is possible. otherwise, return `false`. example 1: input: nums = [1,2,3,3,4,4,5,6], k = 4 output: true explanation: array can be divided into [1,2,3,4] and [3,4,5,6]. example 2: input: nums = [3,2,1,2,3,4,3,4,5,9,10,11], k = 3 output: true explanation: array can be divided into [1,2,3] , [2,3,4] , [3,4,5] and [9,10,11]. example 3: input: nums = [3,3,2,2,1,1], k = 3 output: true example 4: input: nums = [1,2,3,4], k = 3 output: false explanation: each array should be divided in subarrays of size 3. constraints: `1 <= k <= nums.length <= 105` `1 <= nums[i] <= 109` note: this question is the same as 846: https://leetcode.com/problems/hand-of-straights/ topics: array,greedy",1,1,3,4,3,3
1296,"maximum number of occurrences of a substring given a string `s`, return the maximum number of ocurrences of any substring under the following rules: the number of unique characters in the substring must be less than or equal to `maxletters`. the substring size must be between `minsize` and `maxsize` inclusive. example 1: input: s = ""aababcaab"", maxletters = 2, minsize = 3, maxsize = 4 output: 2 explanation: substring ""aab"" has 2 ocurrences in the original string. it satisfies the conditions, 2 unique letters and size 3 (between minsize and maxsize). example 2: input: s = ""aaaa"", maxletters = 1, minsize = 3, maxsize = 3 output: 2 explanation: substring ""aaa"" occur 2 times in the string. it can overlap. example 3: input: s = ""aabcabcab"", maxletters = 2, minsize = 2, maxsize = 3 output: 3 example 4: input: s = ""abcde"", maxletters = 2, minsize = 3, maxsize = 3 output: 0 constraints: `1 <= s.length <= 10^5` `1 <= maxletters <= 26` `1 <= minsize <= maxsize <= min(26, s.length)` `s` only contains lowercase english letters. topics: string,bit manipulation",1,2,0,2,0,4
